angle(degree),adf
56.2,0.0
56.300000000000004,0.0
56.400000000000006,0.0
56.5,0.0
56.6,0.0
56.7,0.0
56.800000000000004,0.0
56.900000000000006,0.0
57.0,0.0
57.1,0.0
57.2,0.0
57.300000000000004,0.0
57.400000000000006,0.0
57.5,0.0
57.6,0.0
57.7,0.0
57.800000000000004,0.0
57.900000000000006,0.0
58.0,0.0
58.1,0.0
58.2,0.0
58.300000000000004,2.6785044659597797e-06
58.400000000000006,4.464174109932966e-06
58.5,3.571339287946373e-06
58.6,4.464174109932966e-06
58.7,8.928348219865931e-06
58.800000000000004,8.928348219865931e-06
58.900000000000006,8.03551339787934e-06
59.0,1.2499687507812304e-05
59.1,1.5178191973772083e-05
59.2,2.499937501562461e-05
59.300000000000004,2.0535200905691642e-05
59.400000000000006,1.696386161774527e-05
59.5,1.1606852685825712e-05
59.6,1.3392522329798898e-05
59.7,8.928348219865931e-06
59.800000000000004,1.2499687507812304e-05
59.900000000000006,2.3213705371651425e-05
60.0,1.2499687507812304e-05
60.1,2.232087054966483e-05
60.2,2.8570714303570983e-05
60.300000000000004,2.499937501562461e-05
60.400000000000006,2.232087054966483e-05
60.5,3.3034888413503946e-05
60.6,3.660622770145032e-05
60.7,4.464174109932966e-05
60.800000000000004,3.8391897345423505e-05
60.900000000000006,3.124921876953076e-05
61.0,4.0177566989396695e-05
61.1,5.624859378515537e-05
61.2,8.660497773269954e-05
61.300000000000004,9.28548214866057e-05
61.400000000000006,6.874828129296768e-05
61.5,8.481930808872635e-05
61.6,8.124796880077999e-05
61.7,8.124796880077999e-05
61.800000000000004,0.00010178316970647162
61.900000000000006,0.00012499687507812305
62.0,0.00012231837061216328
62.1,0.00012053270096819009
62.2,0.0001437464063398415
62.300000000000004,0.00016428160724553314
62.400000000000006,0.00015624609384765382
62.5,0.00014731774562778786
62.6,0.00015981743313560017
62.7,0.00017856696439731863
62.800000000000004,0.00023481555818247402
62.900000000000006,0.00021606602692075556
63.0,0.00020356633941294325
63.1,0.00021963736620870194
63.2,0.00025177941980021926
63.300000000000004,0.0002455295760463131
63.400000000000006,0.00023213705371651422
63.5,0.00026785044659597795
63.6,0.0002741002903498841
63.7,0.000311599352873321
63.800000000000004,0.00032856321449106627
63.900000000000006,0.00032409904038113333
64.0,0.00035266975468470433
64.10000000000001,0.00033570589306695903
64.2,0.0003660622770145032
64.3,0.00036159810290457026
64.4,0.00040534700918191333
64.5,0.00045266725474720274
64.60000000000001,0.0004830236386947469
64.7,0.0005535575896316878
64.8,0.0005830211387572454
64.9,0.0005526647548097012
65.0,0.0006553407593381594
65.10000000000001,0.0006589120986261058
65.2,0.0006071276789508834
65.3,0.0006044491744849235
65.4,0.0006749831254218645
65.5,0.0007026610049034489
65.60000000000001,0.0007231962058091405
65.7,0.0006848043084637169
65.8,0.0007892659826361484
65.9,0.0008071226790758802
66.0,0.0009464049113057888
66.10000000000001,0.0009892609827611453
66.2,0.0009178341970022178
66.3,0.0009847968086512122
66.4,0.0010330098890384883
66.5,0.00101426035777677
66.60000000000001,0.001106222344441389
66.7,0.0010678304470959654
66.8,0.001191934487352102
66.9,0.0011687207819804505
67.0,0.0012410404025613646
67.10000000000001,0.001268718282042949
67.2,0.0014303213848225224
67.3,0.0014410354026863615
67.4,0.0014053220098068978
67.5,0.0014213930366026564
67.60000000000001,0.0015133550232672756
67.7,0.0015490684161467393
67.8,0.0017597774341355753
67.9,0.0018240615413186098
68.0,0.0019231662065591218
68.10000000000001,0.0020204852021556605
68.2,0.0020204852021556605
68.3,0.0020945904923805477
68.4,0.002077626630762802
68.5,0.00215173192098769
68.60000000000001,0.002099054666490481
68.7,0.002212444688882778
68.8,0.002236551229076416
68.9,0.002442796072955319
69.0,0.0024544029256411445
69.10000000000001,0.0023981543318559893
69.2,0.0025740427917873483
69.3,0.0024901163185206084
69.4,0.0025811854703632407
69.5,0.0026445767427242892
69.60000000000001,0.002743681407964801
69.7,0.002882070805372723
69.8,0.002826715046409554
69.9,0.002909748684854307
70.0,0.002989210984011114
70.10000000000001,0.0031963486627120037
70.2,0.003147242747502741
70.3,0.003151706921612674
70.4,0.0031436714082147947
70.5,0.003065994778701961
70.60000000000001,0.003026710046534551
70.7,0.0031990271671779634
70.8,0.0033195598681461536
70.9,0.003351701921737671
71.0,0.003498126832543472
71.10000000000001,0.003614195359401729
71.2,0.0036597299353230456
71.3,0.0035150906941612175
71.4,0.0035436614084647885
71.5,0.0035499112522186945
71.60000000000001,0.003612409689757756
71.7,0.003541875738820815
71.8,0.003649908752281193
71.9,0.0036204452031556355
72.0,0.003719549868396147
72.10000000000001,0.0038525822568721496
72.2,0.003963293774798487
72.3,0.0038195473684586455
72.4,0.0037999050023749406
72.5,0.0038266900470345384
72.60000000000001,0.003829368551500498
72.7,0.0037329423907259463
72.8,0.003693657658558536
72.9,0.0037347280603699192
73.0,0.003912402189945251
73.10000000000001,0.00392311620780909
73.2,0.003910616520301278
73.3,0.0038981168327934658
73.4,0.004073112457902838
73.5,0.004269536118739889
73.60000000000001,0.004183823975829176
73.7,0.0041766812972532825
73.8,0.004167752949033417
73.9,0.004403461342037877
74.0,0.004133825225797926
74.10000000000001,0.004266857614273929
74.2,0.004114182859714222
74.3,0.004068648283792905
74.4,0.004044541743599267
74.5,0.0041070401811383285
74.60000000000001,0.00417221712314335
74.7,0.004242751074080291
74.8,0.004136503730263886
74.9,0.003924901877453064
75.0,0.003954365426578621
75.10000000000001,0.00392579471227505
75.2,0.004121325538290114
75.3,0.0040418632391333075
75.4,0.0042293585517504916
75.5,0.003963293774798487
75.60000000000001,0.003877581631887774
75.7,0.0038659747792019485
75.8,0.0037534775916316376
75.9,0.0038168688639926857
76.0,0.003840975404186324
76.10000000000001,0.0037106215201762813
76.2,0.0036445517433492734
76.3,0.0036793723014067505
76.4,0.0037757984621813027
76.5,0.0035874103147421313
76.60000000000001,0.003706157346066348
76.7,0.003583838975454185
76.80000000000001,0.0034070576807008397
76.9,0.003340095069051845
77.0,0.0033427735735178047
77.10000000000001,0.0033106315199262874
77.2,0.0034177716985646788
77.30000000000001,0.0033749156271093224
77.4,0.003340095069051845
77.5,0.003305274510994368
77.60000000000001,0.0033222383726121134
77.7,0.003235633394879414
77.80000000000001,0.0032517044216751724
77.9,0.0032124196895077623
78.0,0.0031151006939112236
78.10000000000001,0.0031088508501573176
78.2,0.003035638394754417
78.30000000000001,0.003180277635916245
78.4,0.0030784944662097732
78.5,0.002790108818708104
78.60000000000001,0.002868678283042924
78.7,0.002906177345566361
78.80000000000001,0.0030258172117125642
78.9,0.0028410004035613395
79.0,0.0026963611623995114
79.10000000000001,0.0027383243990328813
79.2,0.002681182970425739
79.30000000000001,0.002657969265054088
79.4,0.002657076430232101
79.5,0.002657969265054088
79.60000000000001,0.002681182970425739
79.7,0.0027418957383208275
79.80000000000001,0.0024615456042170374
79.9,0.002361548104154539
80.0,0.0023999400014999626
80.10000000000001,0.0024445817425992923
80.2,0.002368690782730432
80.30000000000001,0.002324049041631102
80.4,0.002385654644348177
80.5,0.0022874428139296517
80.60000000000001,0.00234815558182474
80.7,0.0022865499791076653
80.80000000000001,0.0021472677468777567
80.9,0.002116018528108226
81.0,0.0020865549789826684
81.10000000000001,0.002004414175359902
81.2,0.0021061973450663732
81.30000000000001,0.002001735670893942
81.4,0.001966022278014478
81.5,0.0018687032824179395
81.60000000000001,0.0017392422332298835
81.7,0.0017722771216433875
81.80000000000001,0.0018428110725803284
81.9,0.0018356683940044356
82.0,0.0018660247779519797
82.10000000000001,0.0018320970547164891
82.2,0.0017919194877270925
82.30000000000001,0.0018124546886327843
82.4,0.0016910291528426074
82.5,0.0016856721439106879
82.60000000000001,0.0015829961393822296
82.7,0.0015606752688325648
82.80000000000001,0.0015267475455970744
82.9,0.0014401425678643748
83.0,0.0014571064294821201
83.10000000000001,0.001472284621455892
83.2,0.0014142503580267635
83.30000000000001,0.001323181206184131
83.4,0.001314252857964265
83.5,0.0013472877463777692
83.60000000000001,0.001314252857964265
83.7,0.0013276453802940642
83.80000000000001,0.0012910391525926138
83.9,0.0012571114293571232
84.0,0.001240147567739378
84.10000000000001,0.001288360648126654
84.2,0.0013535375901316752
84.30000000000001,0.0012892534829486405
84.4,0.0012151481927237533
84.5,0.001259789933823083
84.60000000000001,0.0011865774784201825
84.7,0.0011481855810747588
84.80000000000001,0.0011089008489073488
84.9,0.0011115793533733086
85.0,0.001058009264054113
85.10000000000001,0.0009446192416618156
85.2,0.0010044391747349173
85.30000000000001,0.0009258697104000971
85.4,0.0010205102015306761
85.5,0.0009731899559653866
85.60000000000001,0.0010205102015306761
85.7,0.0009946179916930648
85.80000000000001,0.0009205127014681776
85.9,0.0008865849782326871
86.0,0.0008205152014056791
86.10000000000001,0.0009097986836043385
86.2,0.0009205127014681776
86.30000000000001,0.0008446217415993172
86.4,0.0008062298442538937
86.5,0.0008642641076830222
86.60000000000001,0.0008535500898191831
86.7,0.000823193705871639
86.80000000000001,0.0008178366969397193
86.9,0.0008410504023113708
87.0,0.0008615856032170625
87.10000000000001,0.0008374790630234244
87.2,0.0006785544647098108
87.30000000000001,0.0006544479245161728
87.4,0.0007035538397254354
87.5,0.0006749831254218645
87.60000000000001,0.0006169488619927358
87.7,0.0006365912280764409
87.80000000000001,0.0005803426342912856
87.9,0.0006071276789508834
88.0,0.0005651644423175135
88.10000000000001,0.0005383793976579157
88.2,0.0005401650673018889
88.30000000000001,0.000493737656558586
88.4,0.0005107015181763313
88.5,0.0004874878128046799
88.60000000000001,0.0004464174109932966
88.7,0.0004428460717053502
88.80000000000001,0.0004723096208309078
88.9,0.00043748906277343066
89.0,0.00048570214316070667
89.10000000000001,0.00047766662976282735
89.2,0.0004196323663336988
89.30000000000001,0.00043748906277343066
89.4,0.0004339177234854843
89.5,0.0003785619645223155
89.60000000000001,0.0004071326788258865
89.7,0.0003955258261400608
89.80000000000001,0.00033213455377901265
89.9,0.0003535625895066909
90.0,0.0003696336163024496
90.10000000000001,0.0003008853350094819
90.2,0.00029642116089954895
90.30000000000001,0.00036874078148046297
90.4,0.0003303488841350395
90.5,0.00031963486627120034
90.60000000000001,0.00029195698678961596
90.7,0.0002535650894441925
90.80000000000001,0.0002455295760463131
90.9,0.0003062423439414015
91.0,0.00025267225462220587
91.10000000000001,0.00026963611623995117
91.2,0.00025981493319809863
91.30000000000001,0.0002491009153342595
91.4,0.00020356633941294325
91.5,0.00018838814743917117
91.60000000000001,0.0002098161831668494
91.7,0.00019820933048102368
91.80000000000001,0.00019910216530301029
91.9,0.0002357083930044606
92.0,0.0002089233483448628
92.10000000000001,0.00020356633941294325
92.2,0.00022945854925055445
92.30000000000001,0.00021606602692075556
92.4,0.00019820933048102368
92.5,0.00021249468763280918
92.60000000000001,0.00020535200905691644
92.7,0.00019017381708314436
92.80000000000001,0.00018928098226115775
92.9,0.00018838814743917117
93.0,0.00021070901798883598
93.10000000000001,0.00020088783494698348
93.2,0.00019195948672711752
93.30000000000001,0.00021517319209876895
93.4,0.00019374515637109071
93.5,0.0001839239733292382
93.60000000000001,0.00017499562510937225
93.7,0.00017499562510937225
93.80000000000001,0.00014999625009374766
93.9,0.00014821058044977447
94.0,0.00015624609384765382
94.10000000000001,0.00015803176349162698
94.2,0.00013838939740792194
94.30000000000001,9.731899559653866e-05
94.4,0.00012321120543414986
94.5,0.00010089033488448503
94.60000000000001,9.374765630859228e-05
94.7,0.00011071151792633755
94.80000000000001,0.00011606852685825711
94.9,0.00011963986614620349
95.0,0.00012053270096819009
95.10000000000001,0.00012231837061216328
95.2,0.00013838939740792194
95.30000000000001,0.00012321120543414986
95.4,0.00013749656258593536
95.5,0.00012856821436606943
95.60000000000001,0.00014017506705189513
95.7,0.00016160310277957336
95.80000000000001,0.00013838939740792194
95.9,0.00012678254472209624
96.0,0.00012321120543414986
96.10000000000001,0.0001312467188320292
96.2,0.00013838939740792194
96.30000000000001,0.0001330323884760024
96.4,0.00014821058044977447
96.5,0.0001455320759838147
96.60000000000001,0.00013571089294196217
96.7,0.00017856696439731863
96.80000000000001,0.00015178191973772085
96.9,0.00012678254472209624
97.0,0.00015088908491573425
97.10000000000001,0.00015267475455970744
97.2,0.00017678129475334544
97.30000000000001,0.00013838939740792194
97.4,0.0001330323884760024
97.5,0.00015267475455970744
97.60000000000001,0.00016606727688950633
97.7,0.0001428535715178549
97.80000000000001,0.00016428160724553314
97.9,0.00016696011171149293
98.0,0.0001330323884760024
98.10000000000001,0.0001437464063398415
98.2,0.00014731774562778786
98.30000000000001,0.0001446392411618281
98.4,0.00016874578135546613
98.5,0.00019463799119307732
98.60000000000001,0.0001812454688632784
98.7,0.00015088908491573425
98.80000000000001,0.00018660247779519798
98.9,0.00017856696439731863
99.0,0.00018660247779519798
99.10000000000001,0.00017588845993135886
99.2,0.00020267350459095667
99.30000000000001,0.0001973164956590371
99.4,0.0002080305135228762
99.5,0.00022053020103068852
99.60000000000001,0.00023124421889452764
99.7,0.0002785644644598171
99.80000000000001,0.0002357083930044606
99.9,0.00017588845993135886
100.0,0.0001973164956590371
100.10000000000001,0.0001714242858214259
100.2,0.0001839239733292382
100.30000000000001,0.00018035263404129182
100.4,0.00021249468763280918
100.5,0.00021249468763280918
100.60000000000001,0.00018749531261718456
100.7,0.00020267350459095667
100.80000000000001,0.00021785169656472875
100.9,0.0001812454688632784
101.0,0.0002758859599938573
101.10000000000001,0.0002732074555278975
101.2,0.0002455295760463131
101.30000000000001,0.0002473152456902863
101.4,0.00023838689747042037
101.5,0.0002857071430357098
101.60000000000001,0.0002732074555278975
101.7,0.0002937426564335892
101.80000000000001,0.00026963611623995117
101.9,0.0002937426564335892
102.0,0.0003187420314492138
102.10000000000001,0.00028302863856975003
102.2,0.00029642116089954895
102.30000000000001,0.0003035638394754417
102.4,0.00028035013410379026
102.5,0.00026427910730803157
102.60000000000001,0.0002580292635541254
102.7,0.00028124296892577687
102.80000000000001,0.0002857071430357098
102.9,0.0002821358037477635
103.0,0.0002624934376640584
103.10000000000001,0.00025535075908816564
103.2,0.00031963486627120034
103.30000000000001,0.00032499187520311994
103.4,0.0003589195984386105
103.5,0.00033749156271093225
103.60000000000001,0.00034731274575278473
103.7,0.0003785619645223155
103.80000000000001,0.0003624909377265568
103.9,0.0003517769198627177
104.0,0.00038749031274218143
104.10000000000001,0.0004348105583074709
104.2,0.00038749031274218143
104.30000000000001,0.00042677504490959157
104.4,0.00041248968775780604
104.5,0.00038749031274218143
104.60000000000001,0.00037409779041238257
104.7,0.00042677504490959157
104.80000000000001,0.00044909591545925636
104.9,0.0004633812726110419
105.0,0.0004330248886634977
105.10000000000001,0.0004732024556528944
105.2,0.0004749881252968676
105.30000000000001,0.0004553457592131625
105.4,0.00046516694225501505
105.5,0.00052677254497209
105.60000000000001,0.0005089158485323581
105.7,0.0004687382815429614
105.80000000000001,0.0004437389065273368
105.9,0.00044106040206137704
106.0,0.00045177441992521613
106.10000000000001,0.0004705239511869346
106.2,0.0003910616520301278
106.30000000000001,0.0004303463841975379
106.4,0.0004580242636791223
106.5,0.000507130178888385
106.60000000000001,0.00047945229940680057
106.7,0.0004999875003124922
106.80000000000001,0.0004892734824486531
106.9,0.00044909591545925636
107.0,0.000498201830668519
107.10000000000001,0.000579449799469299
107.2,0.000517844196752224
107.30000000000001,0.000555343259275661
107.4,0.0005785569646473124
107.5,0.0005714142860714196
107.60000000000001,0.0005249868753281168
107.7,0.0005482005806997682
107.80000000000001,0.0005678429467834733
107.9,0.0005615931030295671
108.0,0.0005544504244536744
108.10000000000001,0.0005214155360401704
108.2,0.0005196298663961973
108.30000000000001,0.0004928448217365994
108.4,0.000546414911055795
108.5,0.0005249868753281168
108.60000000000001,0.0005455220762338084
108.7,0.0004910591520926262
108.80000000000001,0.0004714167860089212
108.9,0.0005133800226422911
109.0,0.0005365937280139425
109.10000000000001,0.0005214155360401704
109.2,0.000579449799469299
109.30000000000001,0.0005999850003749907
109.4,0.0006026635048409504
109.5,0.0005723071208934063
109.60000000000001,0.0006356983932544544
109.7,0.0005803426342912856
109.80000000000001,0.0005580217637416207
109.9,0.0006392697325424007
110.0,0.0005723071208934063
110.10000000000001,0.000570521451249433
110.2,0.0005624859378515537
110.30000000000001,0.0005615931030295671
110.4,0.0005731999557153928
110.5,0.0006240915405686286
110.60000000000001,0.000612484687882803
110.7,0.0006312342191445214
110.80000000000001,0.000612484687882803
110.9,0.0006008778351969772
111.0,0.0006696261164899448
111.10000000000001,0.0006678404468459717
111.2,0.0005892709825111515
111.30000000000001,0.0005830211387572454
111.4,0.0005767712950033392
111.5,0.000651769420050213
111.60000000000001,0.0006544479245161728
111.7,0.0006669476120239851
111.80000000000001,0.0006223058709246555
111.9,0.0005821283039352588
112.0,0.0005839139735792319
112.10000000000001,0.0005946279914430711
112.2,0.0006544479245161728
112.30000000000001,0.0006874828129296768
112.4,0.0006589120986261058
112.5,0.0006133775227047895
112.60000000000001,0.0006169488619927358
112.7,0.0006383768977204141
112.80000000000001,0.0006874828129296768
112.9,0.0007231962058091405
113.0,0.0006830186388197438
113.10000000000001,0.0006401625673643874
113.2,0.0006455195762963069
113.30000000000001,0.0006133775227047895
113.4,0.0005633787726735403
